Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Outlet
371,15.5,2,0.025513973,Baking Goods,83.7934,OUT017,6,2,1,1,414,1,1165.308787,1,2
110,7.905,0,0.064194304,Hard Drinks,229.4694,OUT045,11,2,1,1,878,0,1264.622727,1,7
23,9.8,0,0.013920032,Soft Drinks,45.006,OUT017,6,2,1,1,3277,0,1229.886669,1,2
455,11.6,2,0.079251097,Frozen Foods,79.2276,OUT018,4,1,2,2,3030,1,1280.318926,1,3
586,15.9666819,2,0.121043709,Baking Goods,59.422,OUT027,28,1,2,3,73,1,1165.308787,1,5
1075,12.07038502,0,0.048545853,Breads,60.1194,OUT027,28,1,2,3,106,1,1329.897088,0,5
1304,5.825,1,0.091467933,Household,159.7894,OUT035,9,2,1,1,270,2,1327.838316,0,6
375,16.35,0,0.06595278,Fruits and Vegetables,196.3426,OUT018,4,1,2,2,345,1,1400.923903,0,3
85,14.7,0,0.020916223,Hard Drinks,141.8128,OUT035,9,2,1,1,727,0,1264.622727,1,6
0,11.6,0,0.06595278,Soft Drinks,141.9154,OUT035,9,2,1,1,3488,0,1229.886669,1,6
1153,16.75,0,0.104768536,Snack Foods,155.163,OUT013,26,0,2,1,1522,1,1373.949767,0,1
848,12.5,0,0.020680499,Breads,197.2742,OUT013,26,0,2,1,1265,1,1329.897088,0,1
544,12.6,2,0.123727659,Dairy,253.0356,OUT010,15,1,2,0,1228,1,1340.311665,0,0
1355,12.35,1,0.163805509,Household,117.6124,OUT013,26,0,2,1,2066,2,1327.838316,0,1
682,13.35,0,0.065082452,Baking Goods,93.0804,OUT045,11,1,1,1,928,1,1165.308787,1,7
1262,6.12748296,2,0.182128363,Baking Goods,165.65,OUT019,28,2,0,0,3060,1,1165.308787,1,4
232,20.08910944,2,0.01871404,Fruits and Vegetables,223.4772,OUT027,28,1,2,3,3148,1,1400.923903,0,5
139,18.05858931,0,0.159096908,Hard Drinks,129.3336,OUT019,28,2,0,0,247,0,1264.622727,1,4
1262,6.63,2,0.103935018,Baking Goods,166.85,OUT013,26,0,2,1,2687,1,1165.308787,1,1
1014,6.61,2,0.029129907,Snack Foods,188.4898,OUT018,4,1,2,2,2430,1,1373.949767,0,3
584,19.6,2,0.128011859,Snack Foods,166.8816,OUT035,9,2,1,1,710,1,1373.949767,0,6
1197,13.6,2,0.119850541,Dairy,234.53,OUT017,6,2,1,1,3038,1,1340.311665,0,2
498,10.03119577,0,0.073985248,Snack Foods,252.5724,OUT027,28,1,2,3,1710,1,1373.949767,0,5
581,19.25,2,0.027233781,Meat,197.511,OUT017,6,2,1,1,3477,1,1246.692408,1,2
12,6.12748296,0,0.079440262,Soft Drinks,86.7882,OUT019,28,2,0,0,3344,0,1229.886669,1,4
1016,20,2,0.060022526,Baking Goods,168.7132,OUT045,11,2,1,1,3014,1,1165.308787,1,7
750,15.9666819,0,0.02110482,Canned,217.0824,OUT027,28,1,2,3,3084,1,1332.243074,0,5
729,20.75,0,0.181958524,Snack Foods,161.0578,OUT010,15,1,2,0,2484,1,1373.949767,0,0
780,7.235,0,0.058222587,Snack Foods,114.8834,OUT049,14,1,0,1,1755,1,1373.949767,0,9
1539,13.93290191,1,0.054723717,Health and Hygiene,36.6874,OUT027,28,1,2,3,58,2,1218.181979,1,5
159,6.78,0,0.066724663,Fruits and Vegetables,187.724,OUT049,14,1,0,1,426,1,1400.923903,0,9
366,7.3,0,0.144167934,Frozen Foods,146.3076,OUT010,15,2,2,0,3379,1,1280.318926,1,0
1325,12.3,1,0.052458358,Household,188.753,OUT013,26,0,2,1,2009,2,1327.838316,0,1
856,16.85,0,0.139985583,Snack Foods,145.276,OUT018,4,1,2,2,1196,1,1373.949767,0,3
747,14.65,2,0.099286298,Snack Foods,49.8666,OUT049,14,1,0,1,2791,1,1373.949767,0,9
608,15.6,0,0.037680711,Snack Foods,123.7704,OUT035,9,2,1,1,1620,1,1373.949767,0,6
1320,17.35,1,0.168064909,Household,176.2712,OUT018,4,1,2,2,212,2,1327.838316,0,3
280,16,0,0.090111173,Dairy,141.3154,OUT049,14,1,0,1,1703,1,1340.311665,0,9
265,17,0,0.136286138,Fruits and Vegetables,170.9106,OUT018,4,1,2,2,181,1,1400.923903,0,3
494,11.5,2,0.125857678,Frozen Foods,100.5358,OUT045,11,1,1,1,926,1,1280.318926,1,7
782,5.695,2,0.067700925,Breads,256.5988,OUT046,16,2,0,1,879,1,1329.897088,0,8
127,15.2,0,0.112896669,Soft Drinks,36.0848,OUT046,16,2,0,1,179,0,1229.886669,1,8
877,9.1,0,0.173973652,Baking Goods,126.5362,OUT013,26,0,2,1,644,1,1165.308787,1,1
856,16.85,0,0.06595278,Snack Foods,146.076,OUT017,6,2,1,1,1295,1,1373.949767,0,2
1421,11.15,1,0.073516952,Others,65.9142,OUT045,11,2,1,1,3276,2,1162.562891,1,7
813,17,0,0.119285634,Frozen Foods,247.4434,OUT013,26,0,2,1,1527,1,1280.318926,1,1
1189,7.47,2,0.153011599,Frozen Foods,215.2218,OUT017,6,2,1,1,1804,1,1280.318926,1,2
336,20.7,0,0.04875891,Fruits and Vegetables,37.3506,OUT046,16,2,0,1,3327,1,1400.923903,0,8
541,15.6,2,0.105276162,Snack Foods,173.2764,OUT035,9,2,1,1,2001,1,1373.949767,0,6
522,17.7,2,0.122123201,Meat,100.7674,OUT045,11,2,1,1,3304,1,1246.692408,1,7
1393,13,1,0.082970667,Household,60.0194,OUT049,14,1,0,1,106,2,1327.838316,0,9
146,14,2,0.029782937,Dairy,146.3786,OUT045,11,2,1,1,3359,1,1340.311665,0,7
938,18.85,2,0.067953506,Dairy,119.044,OUT046,16,2,0,1,1126,1,1340.311665,0,8
25,15.7,0,0.03722507,Soft Drinks,182.4634,OUT035,9,2,1,1,834,0,1229.886669,1,6
1469,15.85,1,0.020487625,Household,44.0112,OUT046,16,2,0,1,2431,2,1327.838316,0,8
709,6.175,2,0.179077475,Meat,94.3752,OUT046,16,2,0,1,315,1,1246.692408,1,8
750,15.9666819,0,0.037131628,Canned,216.4824,OUT019,28,2,0,0,972,1,1332.243074,0,4
812,16,2,0.017547958,Meat,48.3718,OUT035,9,2,1,1,2944,1,1246.692408,1,6
1334,13.15,1,0.093191195,Household,158.1604,OUT017,6,2,1,1,375,2,1327.838316,0,2
763,16.5,2,0.079875237,Fruits and Vegetables,102.7332,OUT045,11,2,1,1,462,1,1400.923903,0,7
1451,14.65,1,0.01125332,Others,57.0614,OUT017,6,2,1,1,3432,2,1162.562891,1,2
695,13.5,2,0.125170423,Snack Foods,261.491,OUT013,26,0,2,1,1803,1,1373.949767,0,1
760,10.1,0,0.032152004,Canned,50.6008,OUT049,14,1,0,1,2134,1,1332.243074,0,9
499,11.85,2,0.056033565,Baking Goods,51.4666,OUT017,6,2,1,1,3468,1,1165.308787,1,2
914,9.285,2,0.021049215,Snack Foods,161.0578,OUT045,11,2,1,1,1134,1,1373.949767,0,7
538,12.8,2,0.023526504,Meat,223.5404,OUT035,9,2,1,1,2789,1,1246.692408,1,6
1314,6.235,1,0.020229757,Household,260.8962,OUT049,14,1,0,1,2895,2,1327.838316,0,9
382,12.15,0,0.131445848,Frozen Foods,246.846,OUT045,11,2,1,1,3007,1,1280.318926,1,7
1375,20.08910944,1,0.083862625,Health and Hygiene,44.077,OUT019,28,2,0,0,957,2,1218.181979,1,4
936,12.35,2,0.18614827,Baking Goods,78.2328,OUT049,14,1,0,1,144,1,1165.308787,1,9
546,9.195,2,0.204713036,Fruits and Vegetables,101.0016,OUT010,15,2,2,0,852,1,1400.923903,0,0
1011,16.2,0,0.036057562,Fruits and Vegetables,260.3278,OUT018,4,1,2,2,1088,1,1400.923903,0,3
1542,7.285,1,0.031327839,Household,174.6054,OUT017,6,2,1,1,1524,2,1327.838316,0,2
876,7.05,2,0.055558509,Breads,224.7088,OUT046,16,2,0,1,1621,1,1329.897088,0,8
253,8.151798319,0,0.06595278,Frozen Foods,109.9254,OUT019,28,2,0,0,74,1,1280.318926,1,4
866,14.5,2,0.063863551,Breads,262.3594,OUT046,16,2,0,1,2326,1,1329.897088,0,8
30,13.35,0,0.06595278,Dairy,75.7012,OUT017,6,2,1,1,386,0,1340.311665,0,2
744,11.5,0,0.06595278,Fruits and Vegetables,128.4652,OUT049,14,1,0,1,1433,1,1400.923903,0,9
134,12.1,0,0.016852909,Hard Drinks,180.666,OUT049,14,1,0,1,1461,0,1264.622727,1,9
526,11.8,2,0.094037241,Snack Foods,124.5704,OUT018,4,1,2,2,2,1,1373.949767,0,3
1133,7.05,0,0.085312137,Snack Foods,107.4912,OUT018,4,1,2,2,3478,1,1373.949767,0,3
504,20.08910944,0,0.053764023,Seafood,195.7768,OUT027,28,1,2,3,1873,1,1672.676622,0,5
1348,18.75,1,0.010365546,Household,207.0954,OUT046,16,2,0,1,1619,2,1327.838316,0,8
581,19.25,2,0.027135522,Meat,196.311,OUT045,11,2,1,1,1629,1,1246.692408,1,7
1147,16.2,0,0.06595278,Canned,100.57,OUT013,26,0,2,1,355,1,1332.243074,0,1
1113,8.31,2,0.116148596,Snack Foods,176.0028,OUT018,4,1,2,2,2316,1,1373.949767,0,3
1128,13.1,0,0.075363922,Dairy,73.8354,OUT017,6,2,1,1,795,1,1340.311665,0,2
283,13.5,0,0.021496403,Fruits and Vegetables,180.5976,OUT046,16,2,0,1,1586,1,1400.923903,0,8
622,11.15,2,0.085931544,Snack Foods,169.679,OUT046,16,2,0,1,17,1,1373.949767,0,8
1528,7.5,1,0.096806008,Household,56.2588,OUT018,4,1,2,2,3102,2,1327.838316,0,3
114,10.03119577,0,0.04778563,Hard Drinks,156.5946,OUT027,28,1,2,3,2005,0,1264.622727,1,5
541,15.6,2,0.105725004,Snack Foods,169.9764,OUT018,4,1,2,2,1369,1,1373.949767,0,3
1133,6.12748296,0,0.148764535,Snack Foods,111.1912,OUT019,28,2,0,0,79,1,1373.949767,0,4
159,6.78,0,0.066997921,Fruits and Vegetables,186.524,OUT017,6,2,1,1,1277,1,1400.923903,0,2
601,16,0,0.040938155,Snack Foods,141.1496,OUT035,9,2,1,1,2361,1,1373.949767,0,6
603,13.93290191,2,0.014661762,Canned,89.1172,OUT027,28,1,2,3,1070,1,1332.243074,0,5
114,10.5,0,0.048213766,Hard Drinks,159.6946,OUT018,4,1,2,2,1921,0,1264.622727,1,3
719,17.1,0,0.032761024,Frozen Foods,148.8392,OUT018,4,1,2,2,905,1,1280.318926,1,3
144,7.535,0,0.06595278,Soft Drinks,121.644,OUT045,11,2,1,1,482,0,1229.886669,1,7
648,15.1,0,0.025988508,Frozen Foods,146.6076,OUT035,9,2,1,1,1102,1,1280.318926,1,6
648,15.1,0,0.026140452,Frozen Foods,149.0076,OUT017,6,2,1,1,2178,1,1280.318926,1,2
1057,10,0,0.025932408,Canned,264.7226,OUT018,4,1,2,2,1647,1,1332.243074,0,3
386,20.85,0,0.098170402,Starchy Foods,224.0746,OUT017,6,2,1,1,1015,1,1306.324351,0,2
390,16.7,2,0.119439636,Fruits and Vegetables,182.1976,OUT035,9,2,1,1,3174,1,1400.923903,0,6
1076,8.315,2,0.059540542,Baking Goods,143.6444,OUT010,15,1,2,0,395,1,1165.308787,1,0
1173,15.9666819,0,0.044122209,Snack Foods,173.8054,OUT019,28,2,0,0,633,1,1373.949767,0,4
1210,16.75,0,0.081304829,Fruits and Vegetables,258.4988,OUT035,9,2,1,1,2167,1,1400.923903,0,6
996,6.12748296,0,0.081014461,Baking Goods,98.8384,OUT019,28,2,0,0,2537,1,1165.308787,1,4
1467,12.5,1,0.006775667,Household,42.9112,OUT049,14,1,0,1,21,2,1327.838316,0,9
1086,6.8,0,0.03749705,Baking Goods,49.9034,OUT046,16,2,0,1,782,1,1165.308787,1,8
366,7.3,0,0.086060695,Frozen Foods,149.8076,OUT013,26,0,2,1,1410,1,1280.318926,1,1
1469,15.85,1,0.020519478,Household,42.5112,OUT049,14,1,0,1,3347,2,1327.838316,0,9
16,12.1,2,0.061163967,Soft Drinks,56.5614,OUT035,9,2,1,1,3319,0,1229.886669,1,6
880,9.195,2,0.07821891,Meat,107.6596,OUT045,11,2,1,1,1684,1,1246.692408,1,7
931,7.59,2,0.14492016,Fruits and Vegetables,174.708,OUT013,26,0,2,1,1505,1,1400.923903,0,1
356,12.15,0,0.062235983,Starchy Foods,34.5532,OUT013,26,0,2,1,1902,1,1306.324351,0,1
319,19.75,2,0.030166924,Frozen Foods,179.766,OUT010,15,2,2,0,3166,1,1280.318926,1,0
1511,18.85,1,0.016104504,Health and Hygiene,130.2626,OUT035,9,2,1,1,1099,2,1218.181979,1,6
247,12.15,0,0.01544786,Frozen Foods,211.2928,OUT013,26,0,2,1,1360,1,1280.318926,1,1
497,13.1,0,0.037574137,Fruits and Vegetables,174.2054,OUT035,9,2,1,1,1944,1,1400.923903,0,6
1240,10.03119577,0,0.106876976,Snack Foods,146.7076,OUT027,28,1,2,3,2032,1,1373.949767,0,5
539,8.151798319,0,0.32111501,Fruits and Vegetables,100.77,OUT019,28,2,0,0,826,1,1400.923903,0,4
669,7.895,2,0.061124626,Breakfast,58.5588,OUT013,26,0,2,1,604,1,1248.919095,1,1
242,10.03119577,2,0.127599399,Snack Foods,118.9098,OUT019,28,2,0,0,183,1,1373.949767,0,4
791,16.75,0,0.029785889,Snack Foods,38.9822,OUT049,14,1,0,1,2977,1,1373.949767,0,9
1477,16.35,1,0.06595278,Household,198.211,OUT035,9,2,1,1,1506,2,1327.838316,0,6
103,8.21,0,0.010762387,Hard Drinks,149.5392,OUT035,9,2,1,1,666,0,1264.622727,1,6
83,15.85,0,0.108206497,Soft Drinks,58.3904,OUT017,6,2,1,1,2431,0,1229.886669,1,2
1147,16.2,0,0.063127333,Canned,100.47,OUT049,14,1,0,1,513,1,1332.243074,0,9
359,17.5,0,0.02687089,Frozen Foods,264.491,OUT046,16,2,0,1,1947,1,1280.318926,1,8
1096,12.07038502,0,0.099681705,Baking Goods,107.4622,OUT019,28,2,0,0,1646,1,1165.308787,1,4
470,13.65,2,0.072898645,Frozen Foods,198.1426,OUT035,9,2,1,1,815,1,1280.318926,1,6
193,11.35,2,0.063354531,Dairy,88.9856,OUT045,11,2,1,1,212,1,1340.311665,0,7
998,10.8,0,0.082534287,Dairy,191.1504,OUT035,9,2,1,1,2306,1,1340.311665,0,6
1189,7.47,2,0.152024355,Frozen Foods,211.8218,OUT013,26,0,2,1,430,1,1280.318926,1,1
745,19.85,0,0.045669236,Fruits and Vegetables,126.402,OUT046,16,2,0,1,11,1,1400.923903,0,8
254,8.39,2,0.024342578,Frozen Foods,113.6176,OUT017,6,2,1,1,1448,1,1280.318926,1,2
855,10.8,0,0.028988288,Snack Foods,239.2222,OUT049,14,1,0,1,3068,1,1373.949767,0,9
1290,15,1,0.044908404,Health and Hygiene,140.2838,OUT046,16,2,0,1,360,2,1218.181979,1,8
1320,17.35,1,0.168329848,Household,176.7712,OUT017,6,2,1,1,1411,2,1327.838316,0,2
1250,14.1,0,0.111936685,Snack Foods,198.8084,OUT010,15,1,2,0,3487,1,1373.949767,0,0
207,19.2,2,0.005620213,Starchy Foods,226.6062,OUT017,6,2,1,1,2633,1,1306.324351,0,2
263,15.6,0,0.117095014,Frozen Foods,78.067,OUT049,14,1,0,1,135,1,1280.318926,1,9
152,20.08910944,0,0.248301532,Snack Foods,124.1072,OUT019,28,2,0,0,1167,1,1373.949767,0,4
1395,20.5,1,0.023274107,Others,154.134,OUT017,6,2,1,1,1482,2,1162.562891,1,2
1261,18.05858931,0,0.091354948,Snack Foods,122.3072,OUT019,28,2,0,0,202,1,1373.949767,0,4
1095,10.6,0,0.011087128,Breads,41.4454,OUT035,9,2,1,1,408,1,1329.897088,0,6
1142,15.1,2,0.099839365,Fruits and Vegetables,143.3786,OUT035,9,2,1,1,624,1,1400.923903,0,6
565,7.035,0,0.021938404,Frozen Foods,264.691,OUT018,4,1,2,2,2843,1,1280.318926,1,3
280,16,0,0.090480206,Dairy,142.4154,OUT017,6,2,1,1,822,1,1340.311665,0,2
753,13.65,2,0.080640478,Frozen Foods,262.6936,OUT046,16,2,0,1,2196,1,1280.318926,1,8
1385,18.85,1,0.040338009,Household,246.7144,OUT013,26,0,2,1,3053,2,1327.838316,0,1
4,6.115,2,0.007043008,Soft Drinks,190.353,OUT035,9,2,1,1,2809,0,1229.886669,1,6
256,8.96,2,0.069219165,Fruits and Vegetables,196.5768,OUT018,4,1,2,2,1375,1,1400.923903,0,3
730,19.6,0,0.039569689,Snack Foods,165.9526,OUT035,9,2,1,1,1293,1,1373.949767,0,6
338,9.195,0,0.180588082,Snack Foods,182.2634,OUT010,15,1,2,0,1923,1,1373.949767,0,0
1307,8.97,1,0.09301462,Household,52.7956,OUT046,16,2,0,1,39,2,1327.838316,0,8
1355,12.35,1,0.274405193,Household,117.1124,OUT010,15,2,2,0,1874,2,1327.838316,0,0
388,9.3,0,0.066887123,Frozen Foods,183.9292,OUT049,14,1,0,1,1721,1,1280.318926,1,9
1170,17.7,2,0.042468413,Frozen Foods,162.421,OUT035,9,2,1,1,408,1,1280.318926,1,6
47,7.27,0,0.071188446,Soft Drinks,111.9518,OUT049,14,1,0,1,126,0,1229.886669,1,9
1139,20.7,2,0.191008614,Dairy,92.8436,OUT010,15,1,2,0,743,1,1340.311665,0,0
1040,16.1,2,0.159595473,Frozen Foods,32.8558,OUT013,26,0,2,1,1784,1,1280.318926,1,1
337,20.08910944,2,0.086905536,Fruits and Vegetables,78.8644,OUT019,28,2,0,0,1628,1,1400.923903,0,4
803,20.75,0,0.089186387,Breakfast,193.3478,OUT013,26,0,2,1,2906,1,1248.919095,1,1
1328,20.2,1,0.112321218,Household,123.6046,OUT046,16,2,0,1,1531,2,1327.838316,0,8
1336,5.51,1,0.034668802,Health and Hygiene,98.5726,OUT017,6,2,1,1,644,2,1218.181979,1,2
1032,20.2,2,0.06595278,Fruits and Vegetables,129.0678,OUT017,6,2,1,1,1882,1,1400.923903,0,2
427,14.7,0,0.072592873,Fruits and Vegetables,48.5034,OUT018,4,1,2,2,3367,1,1400.923903,0,3
1016,20,2,0.059889718,Baking Goods,168.5132,OUT035,9,2,1,1,1460,1,1165.308787,1,6
1337,17.1,1,0.112402118,Household,112.986,OUT010,15,2,2,0,118,2,1327.838316,0,0
1396,11.5,1,0.029529474,Health and Hygiene,132.6626,OUT010,15,1,2,0,1284,2,1218.181979,1,0
199,11.15,2,0.105736638,Baking Goods,104.4648,OUT018,4,1,2,2,974,1,1165.308787,1,3
313,16.2,0,0.044291251,Frozen Foods,43.3454,OUT049,14,1,0,1,2580,1,1280.318926,1,9
496,16.1,0,0.100388706,Fruits and Vegetables,76.0328,OUT049,14,1,0,1,716,1,1400.923903,0,9
1112,8.151798319,0,0.070556945,Fruits and Vegetables,191.2162,OUT027,28,1,2,3,3215,1,1400.923903,0,5
145,15,2,0.054599767,Canned,59.4904,OUT018,4,1,2,2,3018,1,1332.243074,0,3
422,12.8,0,0.069560905,Starchy Foods,263.0252,OUT013,26,0,2,1,1465,1,1306.324351,0,1
950,5.985,0,0.06595278,Frozen Foods,125.2678,OUT035,9,2,1,1,15,1,1280.318926,1,6
982,19.35,2,0.021453493,Fruits and Vegetables,120.3098,OUT035,9,2,1,1,1224,1,1400.923903,0,6
1445,16.6,1,0.016276741,Health and Hygiene,109.8596,OUT018,4,1,2,2,532,2,1218.181979,1,3
1096,12.07038502,0,0.056656942,Baking Goods,106.2622,OUT027,28,1,2,3,1077,1,1165.308787,1,5
672,11.5,0,0.072994847,Fruits and Vegetables,189.253,OUT049,14,1,0,1,300,1,1400.923903,0,9
1508,8.88,1,0.165073642,Household,207.727,OUT010,15,1,2,0,907,2,1327.838316,0,0
868,11.6,0,0.017744999,Canned,177.9686,OUT046,16,2,0,1,222,1,1332.243074,0,8
162,9.8,0,0.047453947,Baking Goods,101.7016,OUT017,6,2,1,1,448,1,1165.308787,1,2
1172,9.395,2,0.171422166,Fruits and Vegetables,139.1838,OUT045,11,2,1,1,582,1,1400.923903,0,7
523,12.3,0,0.021860985,Frozen Foods,193.3162,OUT046,16,2,0,1,1586,1,1280.318926,1,8
44,16.1,0,0.023577298,Soft Drinks,192.6846,OUT046,16,2,0,1,1453,0,1229.886669,1,8
457,19.1,2,0.043304681,Fruits and Vegetables,147.5418,OUT010,15,1,2,0,1503,1,1400.923903,0,0
1548,8.43,1,0.177971115,Household,174.0422,OUT049,14,1,0,1,888,2,1327.838316,0,9
866,14.5,2,0.106894492,Breads,260.4594,OUT010,15,1,2,0,48,1,1329.897088,0,0
2,8.27,2,0.127927931,Soft Drinks,184.8924,OUT046,16,2,0,1,2324,0,1229.886669,1,8
911,7.02,0,0.081623275,Fruits and Vegetables,148.0734,OUT017,6,2,1,1,777,1,1400.923903,0,2
1237,20,2,0.051596927,Frozen Foods,128.0678,OUT045,11,2,1,1,660,1,1280.318926,1,7
62,7.81,0,0.067592098,Soft Drinks,246.0486,OUT045,11,2,1,1,3140,0,1229.886669,1,7
443,10.03119577,0,0.054670967,Seafood,158.6604,OUT019,28,2,0,0,1640,1,1672.676622,0,4
1411,13.1,1,0.012089479,Others,189.853,OUT013,26,0,2,1,1802,2,1162.562891,1,1
750,15.2,0,0.021250528,Canned,216.5824,OUT045,11,2,1,1,2652,1,1332.243074,0,7
76,10.8,0,0.05843345,Hard Drinks,74.738,OUT046,16,2,0,1,25,0,1264.622727,1,8
435,12.6,0,0.05606697,Seafood,50.7982,OUT035,9,2,1,1,2452,1,1672.676622,0,6
1374,12.15,1,0.029569276,Household,115.015,OUT049,14,1,0,1,1486,2,1327.838316,0,9
933,7.42,0,0.0204332,Snack Foods,248.9092,OUT045,11,2,1,1,2900,1,1373.949767,0,7
829,12.07038502,2,0.055213281,Baking Goods,172.4764,OUT019,28,2,0,0,3102,1,1165.308787,1,4
888,6.885,2,0.1408005,Canned,111.4228,OUT017,6,1,1,1,1529,1,1332.243074,0,2
1375,20.08910944,1,0.047665717,Health and Hygiene,42.177,OUT027,28,1,2,3,231,2,1218.181979,1,5
1346,20.25,1,0.059268885,Household,246.446,OUT017,6,2,1,1,1954,2,1327.838316,0,2
521,15.3,2,0.084937098,Canned,214.0218,OUT045,11,2,1,1,65,1,1332.243074,0,7
188,9.21,0,0.008778413,Fruits and Vegetables,122.4414,OUT049,14,1,0,1,503,1,1400.923903,0,9
637,15.6,0,0.06595278,Snack Foods,220.4798,OUT018,4,1,2,2,3050,1,1373.949767,0,3
734,15.35,0,0.013834247,Frozen Foods,62.7168,OUT049,14,1,0,1,3451,1,1280.318926,1,9
862,12.15,2,0.132351411,Fruits and Vegetables,190.3872,OUT045,11,2,1,1,1427,1,1400.923903,0,7
1558,13.93290191,1,0.082955719,Household,164.0552,OUT027,28,1,2,3,2759,2,1327.838316,0,5
1272,11.395,1,0.009893817,Health and Hygiene,50.3034,OUT049,14,1,0,1,3466,2,1218.181979,1,9
591,17.1,0,0.06595278,Fruits and Vegetables,111.9886,OUT046,16,2,0,1,1541,1,1400.923903,0,8
938,18.85,2,0.067940657,Dairy,119.044,OUT035,9,2,1,1,182,1,1340.311665,0,6
1550,19.6,1,0.094161662,Household,251.9698,OUT046,16,2,0,1,2381,2,1327.838316,0,8
148,11.3,2,0.067107448,Frozen Foods,258.1962,OUT017,6,2,1,1,2303,1,1280.318926,1,2
295,12.07038502,0,0.018321361,Frozen Foods,255.3698,OUT027,28,1,2,3,2489,1,1280.318926,1,5
912,5.785,2,0.038756864,Fruits and Vegetables,260.7252,OUT046,16,2,0,1,2917,1,1400.923903,0,8
921,5.82,2,0.077254736,Fruits and Vegetables,257.633,OUT013,26,0,2,1,462,1,1400.923903,0,1
964,9,0,0.08630486,Snack Foods,168.0816,OUT018,4,1,2,2,974,1,1373.949767,0,3
513,6.12748296,2,0.128876537,Snack Foods,139.1838,OUT027,28,1,2,3,2536,1,1373.949767,0,5
669,7.895,2,0.061163967,Breakfast,59.2588,OUT035,9,2,1,1,3287,1,1248.919095,1,6
13,13.8,0,0.058220302,Dairy,247.4802,OUT045,11,2,1,1,414,0,1340.311665,0,7
174,5.44,0,0.025519534,Dairy,238.7538,OUT049,14,1,0,1,1910,1,1340.311665,0,9
649,16.7,0,0.070133177,Fruits and Vegetables,109.8912,OUT013,26,0,2,1,3366,1,1400.923903,0,1
1349,19.85,1,0.025947095,Household,46.9376,OUT013,26,0,2,1,2827,2,1327.838316,0,1
758,10.395,2,0.091688111,Baking Goods,49.0008,OUT017,6,2,1,1,3353,1,1165.308787,1,2
111,13.93290191,0,0.06595278,Soft Drinks,40.5138,OUT019,28,2,0,0,2112,0,1229.886669,1,4
1092,18.05858931,2,0.165101585,Fruits and Vegetables,87.7882,OUT019,28,2,0,0,2620,1,1400.923903,0,4
1522,15.1,1,0.059417055,Household,237.9248,OUT049,14,1,0,1,940,2,1327.838316,0,9
806,20.5,0,0.036287517,Fruits and Vegetables,121.2756,OUT018,4,1,2,2,974,1,1400.923903,0,3
608,15.6,0,0.037764269,Snack Foods,124.9704,OUT045,11,2,1,1,1026,1,1373.949767,0,7
7,16.75,2,0.024848788,Soft Drinks,39.9822,OUT035,9,2,1,1,3205,0,1229.886669,1,6
801,10.85,0,0.162903525,Snack Foods,104.9622,OUT018,4,1,2,2,418,1,1373.949767,0,3
440,16.2,2,0.016747538,Frozen Foods,98.6726,OUT017,6,2,1,1,249,1,1280.318926,1,2
657,7.72,2,0.147904328,Fruits and Vegetables,116.6466,OUT010,15,1,2,0,157,1,1400.923903,0,0
577,10.03119577,0,0.079904068,Snack Foods,120.044,OUT027,28,1,2,3,2320,1,1373.949767,0,5
548,5.785,2,0.040325274,Snack Foods,180.466,OUT013,26,0,2,1,3166,1,1373.949767,0,1
604,15.9666819,2,0.06302467,Dairy,181.6318,OUT027,28,1,2,3,239,1,1340.311665,0,5
750,15.2,0,0.021203509,Canned,216.3824,OUT035,9,2,1,1,2942,1,1332.243074,0,6
239,13.1,2,0.098765906,Frozen Foods,196.3768,OUT035,9,2,1,1,964,1,1280.318926,1,6
175,6.32,0,0.012707362,Meat,41.0822,OUT013,26,0,2,1,3437,1,1246.692408,1,1
1223,17.85,0,0.04442649,Snack Foods,124.902,OUT013,26,0,2,1,750,1,1373.949767,0,1
546,10.03119577,2,0.121712459,Fruits and Vegetables,101.2016,OUT027,28,1,2,3,1293,1,1400.923903,0,5
20,13.85,0,0.030769458,Soft Drinks,141.7154,OUT013,26,0,2,1,1525,0,1229.886669,1,1
61,5.78,0,0.014614357,Soft Drinks,147.3102,OUT018,4,1,2,2,1082,0,1229.886669,1,3
463,10.03119577,2,0.076868664,Frozen Foods,62.1194,OUT019,28,2,0,0,211,1,1280.318926,1,4
888,6.885,2,0.140292495,Canned,108.5228,OUT045,11,2,1,1,825,1,1332.243074,0,7
1339,8.42,1,0.070555571,Household,216.0192,OUT035,9,2,1,1,1109,2,1327.838316,0,6
102,7.63,0,0.061409711,Soft Drinks,94.6436,OUT017,6,2,1,1,522,0,1229.886669,1,2
317,10.5,2,0.066555152,Starchy Foods,80.896,OUT017,6,2,1,1,3451,1,1306.324351,0,2
209,7.575,0,0.092711708,Dairy,197.7768,OUT010,15,1,2,0,809,1,1340.311665,0,0
705,13.5,2,0.017844609,Snack Foods,81.396,OUT013,26,0,2,1,182,1,1373.949767,0,1
299,12.15,0,0.025916883,Starchy Foods,120.244,OUT045,11,2,1,1,1043,1,1306.324351,0,7
820,5.405,2,0.053611144,Canned,197.7742,OUT035,9,2,1,1,3282,1,1332.243074,0,6
