,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Item_Outlet_Sales
8882,FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2646.649097
8883,FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2495.086442
8884,FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,15,Medium,Tier 3,Grocery Store,Food,1373.949767,High_Sales_Item_Type,601.5176112
8885,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2313.005461
8886,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1528.774454
8887,NCT30,9.1,Non-Edible,0.080455726,Household,47.3718,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,742.8832663
8888,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,4,Medium,Tier 3,Supermarket Type2,Drinks,1229.886669,Low_Sales_Item_Type,509.350136
8889,NCZ30,6.59,Non-Edible,0.026291649,Household,121.7098,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,1868.157284
8890,FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,1681.295164
8891,FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1831.63588
8892,FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,2219.869489
8893,FDM27,12.35,Regular,0.06595278,Meat,158.8946,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2467.013454
8894,FDZ43,11,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,4847.122893
8895,FDT39,6.12748296,Regular,0.017277445,Meat,150.7366,OUT019,28,Small,Tier 1,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,415.8187268
8896,NCC06,18.05858931,Non-Edible,0.047249645,Household,126.7336,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,300.9632
8897,FDL15,18.05858931,Low Fat,0.046408928,Meat,153.5682,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1246.692408,Low_Sales_Item_Type,3880.609627
8898,FDL57,15.1,Regular,0.067456225,Snack Foods,257.5304,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,5409.910484
8899,FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1423.796761
8900,FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,3823.701114
8901,FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,15,Small,Tier 3,Grocery Store,Food,1165.308787,Low_Sales_Item_Type,552.804912
8902,FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2770.897166
8903,FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3963.507807
8904,FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1597.243792
8905,FDY25,12,Low Fat,0.033968012,Canned,181.0976,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3933.498406
8906,DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,6,Small,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,1443.77133
8907,FDV43,15.9666819,Low Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,28,Small,Tier 1,Grocery Store,Food,1400.923903,High_Sales_Item_Type,109.6668234
8908,FDD22,10,Low Fat,0.099851786,Snack Foods,111.7544,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1929.854708
8909,FDM46,8.151798319,Low Fat,0.280083047,Snack Foods,92.712,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,309.5355207
8910,NCO30,19.5,Non-Edible,0.026320247,Household,184.9608,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,503.3321477
8911,FDM25,10.695,Regular,0.060665739,Breakfast,173.7712,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1248.919095,Low_Sales_Item_Type,2704.61336
8912,NCN41,17,Non-Edible,0.052290474,Health and Hygiene,122.873,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2110.936515
8913,FDU24,6.78,Regular,0.140447292,Baking Goods,93.312,OUT045,11,Medium,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1529.584617
8914,FDZ50,12.8,Regular,0.079076331,Dairy,183.7608,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,3105.351533
8915,FDP45,15.7,Regular,0.030599358,Snack Foods,251.4724,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,4174.33271
8916,NCM54,17.7,Non-Edible,0.051042366,Household,126.1678,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,1747.438824
8917,FDW10,20.08910944,Low Fat,0.123745045,Snack Foods,175.337,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,475.100093
8918,FDP20,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2130.708817
8919,FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2701.878069
8920,FDN52,9.395,Regular,0.13177444,Frozen Foods,87.7198,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1169.014355
8921,FDM58,16.85,Regular,0.06595278,Snack Foods,111.0544,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2012.124731
8922,FDZ46,8.151798319,Low Fat,0.068788985,Snack Foods,110.8228,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,2896.68797
8923,NCA18,10.1,Non-Edible,0.05630601,Household,117.1492,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,1655.45008
8924,FDD35,12.15,Low Fat,0.025864429,Starchy Foods,121.844,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1306.324351,High_Sales_Item_Type,2099.642974
8925,NCK31,10.895,Non-Edible,0.02704266,Others,49.4666,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,760.0431306
8926,FDI40,12.07038502,Regular,0.124994714,Frozen Foods,100.5358,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1280.318926,Low_Sales_Item_Type,2815.068421
8927,FDT50,6.12748296,Regular,0.189512493,Dairy,97.7752,OUT019,28,Small,Tier 1,Grocery Store,Food,1340.311665,High_Sales_Item_Type,249.3981901
8928,NCT06,17.1,Non-Edible,0.038737554,Household,164.7842,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2644.976081
8929,FDT31,19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3132.606181
8930,FDT45,15.85,Low Fat,0.05740255,Snack Foods,53.0956,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,856.1718916
8931,FDT13,14.85,Low Fat,0.018609305,Canned,187.1214,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2815.67749
8932,FDO50,16.25,Low Fat,0.078327268,Canned,90.9804,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1451.024266
8933,NCU18,15.1,Non-Edible,0.093464804,Household,140.8496,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,334.502954
8934,NCR54,16.35,Non-Edible,0.090702992,Household,195.111,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3273.225367
8935,NCO18,13.15,Non-Edible,0.024751688,Household,178.2686,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,2366.079379
8936,FDU09,7.71,Regular,0.0667322,Snack Foods,56.2956,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,830.5668234
8937,FDT13,14.85,Low Fat,0.018647294,Canned,187.5214,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,2723.999755
8938,FDE09,8.775,Low Fat,0.021603383,Fruits and Vegetables,112.2228,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1864.572898
8939,NCK53,12.07038502,Non-Edible,0.065799906,Health and Hygiene,101.1042,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1218.181979,Low_Sales_Item_Type,270.2993042
8940,FDG45,8.1,Low Fat,0.06595278,Fruits and Vegetables,213.2902,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,4049.873793
8941,DRH15,8.775,Low Fat,0.109890489,Dairy,45.0428,OUT035,9,Small,Tier 2,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,834.0727188
8942,FDO21,12.07038502,Regular,0.017093789,Snack Foods,224.0404,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,477.1625822
8943,FDD14,20.08910944,Low Fat,0.16898615,Canned,184.2266,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1332.243074,High_Sales_Item_Type,5431.65291
8944,FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1615.7275
8945,FDH45,15.9666819,Regular,0.105155137,Fruits and Vegetables,43.2796,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1400.923903,High_Sales_Item_Type,1217.555115
8946,FDV32,7.785,Low Fat,0.088708388,Fruits and Vegetables,65.051,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1225.546908
8947,FDG12,6.635,Regular,0.00632491,Baking Goods,119.1098,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2219.826781
8948,FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2169.121899
8949,NCL55,12.15,Non-Edible,0.064924087,Others,251.204,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1162.562891,Low_Sales_Item_Type,4047.111221
8950,DRE01,10.1,Low Fat,0.167123591,Soft Drinks,243.5512,OUT035,9,Small,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,4673.370883
8951,DRE15,13.35,Low Fat,0.017813048,Dairy,77.0012,OUT049,14,Medium,Tier 1,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,1322.818465
8952,NCL42,18.85,Non-Edible,0.04045348,Household,247.0144,OUT045,11,Medium,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3913.988455
8953,FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,971.8384344
8954,FDN33,6.305,Regular,0.123617286,Snack Foods,93.5436,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1373.949767,High_Sales_Item_Type,1322.442897
8955,FDZ59,6.63,Regular,0.104021582,Baking Goods,164.85,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2960.173818
8956,FDE45,12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,OUT010,15,Small,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,409.6203487
8957,FDJ07,7.26,Low Fat,0.01441152,Meat,118.415,OUT013,26,High,Tier 3,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1617.219784
8958,FDQ45,9.5,Regular,0.010961524,Snack Foods,184.4608,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1373.949767,High_Sales_Item_Type,2604.023155
8959,FDM33,15.9666819,Low Fat,0.087294906,Snack Foods,219.1798,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,5303.987147
8960,FDO15,16.75,Regular,0.014338639,Meat,75.7038,OUT010,15,Medium,Tier 3,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,175.503107
8961,FDM46,7.365,Low Fat,0.159834724,Snack Foods,92.512,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1654.7149
8962,FDR03,15.7,Regular,0.008753653,Meat,205.698,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2980.947373
8963,FDY49,17.2,Regular,0.012061003,Canned,166.4184,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,2249.568629
8964,FDQ60,6.195,Regular,0.109596256,Baking Goods,118.8098,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1952.546939
8965,FDW10,21.2,Low Fat,0.06595278,Snack Foods,176.137,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2533.791801
8966,FDO51,6.785,Regular,0.042047755,Meat,44.6112,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,756.8121358
8967,FDJ40,13.6,Regular,0.049791265,Frozen Foods,108.7912,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1280.318926,Low_Sales_Item_Type,1365.428055
8968,FDS20,8.85,Low Fat,0.054086343,Fruits and Vegetables,182.2292,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,2475.165245
8969,FDU45,15.6,Regular,0.035476594,Snack Foods,112.4518,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2102.219054
8970,FDV02,16.75,Low Fat,0.060534179,Dairy,169.4106,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2919.250553
8971,FDN09,14.15,Low Fat,0.034874689,Snack Foods,242.2828,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3146.740551
8972,NCM55,15.9666819,Non-Edible,0.066403009,Others,186.6924,OUT027,28,Medium,Tier 3,Supermarket Type3,Non-Consumable,1162.562891,Low_Sales_Item_Type,4704.664567
8973,FDN23,6.575,Regular,0.075815345,Breads,144.6444,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1329.897088,High_Sales_Item_Type,2192.642664
8974,FDY31,5.98,Low Fat,0.072915282,Fruits and Vegetables,145.1418,OUT010,15,Medium,Tier 3,Grocery Store,Food,1400.923903,High_Sales_Item_Type,348.0141956
8975,FDW03,5.63,Regular,0.041077066,Meat,106.5306,OUT010,15,Medium,Tier 3,Grocery Store,Food,1246.692408,Low_Sales_Item_Type,271.3938825
8976,FDD14,20.7,Low Fat,0.169808455,Canned,183.4266,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2781.565425
8977,FDV23,11,Low Fat,0.106435421,Breads,125.7046,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1329.897088,High_Sales_Item_Type,1722.968344
8978,DRI03,6.03,Low Fat,0.022749737,Dairy,175.7028,OUT045,11,Small,Tier 2,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,2769.083132
8979,FDN13,18.6,Low Fat,0.152029528,Breakfast,99.3358,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1248.919095,Low_Sales_Item_Type,1390.966822
8980,FDF45,18.05858931,Regular,0.01214561,Fruits and Vegetables,59.7904,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1400.923903,High_Sales_Item_Type,1850.197378
8981,FDU46,10.3,Regular,0.011124197,Snack Foods,87.454,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1609.504812
8982,FDB57,20.25,Regular,0.018834342,Fruits and Vegetables,222.3772,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3427.843031
8983,FDV12,16.7,Regular,0.06595278,Baking Goods,99.6384,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1823.956754
8984,FDQ58,7.315,Low Fat,0.015289106,Snack Foods,151.134,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2160.077966
8985,NCA18,10.1,Non-Edible,0.056394771,Household,115.9492,OUT017,6,Medium,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,1985.392384
8986,FDH52,9.42,Regular,0.06595278,Frozen Foods,61.3194,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,911.3473455
8987,FDM24,6.135,Regular,0.079650513,Baking Goods,150.1366,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1165.308787,Low_Sales_Item_Type,2293.723198
8988,NCP43,18.05858931,Non-Edible,0.030359318,Others,181.166,OUT027,28,Medium,Tier 3,Supermarket Type3,Non-Consumable,1162.562891,Low_Sales_Item_Type,4119.812592
8989,NCO18,13.93290191,Non-Edible,0.04316119,Household,176.4686,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,379.119832
8990,FDM32,20.5,Low Fat,0.020721583,Fruits and Vegetables,91.183,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1329.061485
8991,NCL07,13.85,Non-Edible,0.031515822,Others,37.948,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,651.7484069
8992,FDK03,12.6,Regular,0.073858923,Dairy,253.2356,OUT013,26,High,Tier 3,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,4750.372652
8993,FDP59,20.85,Regular,0.056785107,Breads,102.2648,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1329.897088,High_Sales_Item_Type,1820.957203
8994,FDQ24,15.7,Low Fat,0.06595278,Baking Goods,250.6724,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3962.946142
8995,FDQ16,19.7,Low Fat,0.041908424,Frozen Foods,109.5912,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1280.318926,Low_Sales_Item_Type,1303.260826
8996,FDU44,12.15,Regular,0.058377105,Fruits and Vegetables,160.6552,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2453.976014
8997,FDH28,15.85,Regular,0.184169331,Frozen Foods,38.6506,OUT010,15,Medium,Tier 3,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,101.4401725
8998,FDV28,15.9666819,Regular,0.279663801,Frozen Foods,35.6558,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,102.7302562
8999,FDM22,14,Regular,0.042042857,Snack Foods,53.864,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,961.0598084
9000,FDR56,15.5,Regular,0.100765839,Fruits and Vegetables,196.0768,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2601.134552
9001,FDV39,11.3,Low Fat,0.007291207,Meat,196.8426,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2722.295497
9002,FDU37,10.03119577,Regular,0.182980378,Canned,80.496,OUT019,28,Small,Tier 1,Grocery Store,Food,1332.243074,High_Sales_Item_Type,248.0560844
9003,FDQ11,5.695,Regular,0.06595278,Breads,256.4988,OUT010,15,Medium,Tier 3,Grocery Store,Food,1329.897088,High_Sales_Item_Type,766.2458067
9004,FDX02,16,Low Fat,0.057175809,Dairy,223.5404,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,4264.341946
9005,NCS42,8.6,Non-Edible,0.06969924,Household,92.6146,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,1433.516498
9006,FDY57,20.08910944,Regular,0.120667057,Snack Foods,94.6752,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,2627.681607
9007,FDB21,7.475,Low Fat,0.148751515,Fruits and Vegetables,241.8854,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3337.211208
9008,FDE28,9.5,Regular,0.133296733,Frozen Foods,229.8668,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,3239.62977
9009,FDQ55,13.65,Regular,0.013111823,Fruits and Vegetables,113.2834,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2497.424611
9010,FDA48,12.1,Low Fat,0.115052659,Baking Goods,222.6114,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3842.71242
9011,FDZ19,6.425,Low Fat,0.093644428,Fruits and Vegetables,174.3712,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2337.411501
9012,NCC43,7.39,Non-Edible,0.092971061,Household,252.4066,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3227.874065
9013,NCV18,6.775,Non-Edible,0.105245865,Household,81.925,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,1643.02189
9014,NCA42,6.965,Non-Edible,0.028664878,Household,159.0604,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,2836.590798
9015,FDY45,17.5,Low Fat,0.026142114,Snack Foods,256.3356,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3607.00663
9016,NCC30,16.6,Non-Edible,0.027635129,Household,178.8344,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2867.790145
9017,FDM57,11.65,Regular,0.075786047,Snack Foods,85.3908,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1359.596663
9018,FDL09,19.6,Regular,0.214306131,Snack Foods,166.7816,OUT010,15,Medium,Tier 3,Grocery Store,Food,1373.949767,High_Sales_Item_Type,396.5018132
9019,FDB09,15.9666819,Low Fat,0.057118149,Fruits and Vegetables,124.8046,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1400.923903,High_Sales_Item_Type,3524.147724
9020,FDT44,16.6,Low Fat,0.102967068,Fruits and Vegetables,118.8466,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2003.720327
9021,NCT06,15.9666819,Non-Edible,0.038549965,Household,164.2842,OUT027,28,Medium,Tier 3,Supermarket Type3,Non-Consumable,1327.838316,High_Sales_Item_Type,4287.434079
9022,FDX26,17.7,Low Fat,0.087945039,Dairy,183.3292,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,3622.073638
9023,FDK32,16.25,Regular,0.048934817,Fruits and Vegetables,153.0682,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2786.295261
9024,DRA12,11.6,Low Fat,0.040945898,Soft Drinks,142.9154,OUT046,16,Small,Tier 1,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,2114.616336
9025,FDO46,9.6,Regular,0.023788808,Snack Foods,187.8872,OUT010,15,Medium,Tier 3,Grocery Store,Food,1373.949767,High_Sales_Item_Type,540.1734083
9026,FDE52,10.395,Regular,0.029861927,Dairy,86.6514,OUT013,26,High,Tier 3,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,1291.850166
9027,NCH42,6.86,Non-Edible,0.036611419,Household,230.201,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3806.155892
9028,FDV08,7.35,Low Fat,0.028589521,Fruits and Vegetables,42.0454,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,761.7196153
9029,FDB47,8.8,Low Fat,0.071720362,Snack Foods,210.6612,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1373.949767,High_Sales_Item_Type,3040.949994
9030,FDC28,7.905,Low Fat,0.09203683,Frozen Foods,110.5254,OUT010,15,Medium,Tier 3,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,197.7927086
9031,FDD22,10,Low Fat,0.099649694,Snack Foods,113.7544,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1715.466747
9032,FDS07,12.07038502,Low Fat,0.099274751,Fruits and Vegetables,115.2518,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1400.923903,High_Sales_Item_Type,3518.287677
9033,DRI13,15.35,Low Fat,0.020368186,Soft Drinks,216.9508,OUT045,11,Small,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,3335.875768
9034,FDG32,19.85,Low Fat,0.176712457,Fruits and Vegetables,222.9772,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1400.923903,High_Sales_Item_Type,3383.184454
9035,FDU14,17.75,Low Fat,0.034949223,Dairy,250.275,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,3745.492777
9036,FDD28,10.03119577,Low Fat,0.093315935,Frozen Foods,58.7904,OUT019,28,Small,Tier 1,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,161.9929785
9037,NCP41,16.6,Non-Edible,0.0163024,Health and Hygiene,109.5596,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1585.494967
