,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Outlet
1095,206,8.02,0,0.11141958800000001,Snack Foods,154.3998,OUT035,9,2,1,1,1781,1,1373.949767,0,6
1096,1035,11.0,0,0.106051405,Breads,124.4046,OUT045,11,2,1,1,1013,1,1329.8970880000002,0,7
1097,548,6.12748296,2,0.04016342,Snack Foods,181.166,OUT027,28,1,2,3,1802,1,1373.949767,0,5
1098,359,17.5,0,0.026925385,Frozen Foods,264.39099999999996,OUT045,11,2,1,1,2657,1,1280.318926,1,7
1099,600,7.235,0,0.099962524,Snack Foods,193.8452,OUT046,16,2,0,1,796,1,1373.949767,0,8
1100,289,13.93290191,0,0.020614212,Fruits and Vegetables,126.4046,OUT027,28,1,2,3,2702,1,1400.9239029999999,0,5
1101,1403,18.05858931,1,0.050692386,Household,125.6678,OUT027,28,1,2,3,2496,2,1327.838316,0,5
1102,1106,18.0,0,0.008589133,Baking Goods,81.0618,OUT017,6,2,1,1,397,1,1165.308787,1,2
1103,44,16.1,0,0.023673342000000003,Soft Drinks,189.0846,OUT018,4,1,2,2,2700,0,1229.886669,1,3
1104,1390,7.475,1,0.075881475,Household,155.2656,OUT045,11,2,1,1,1501,2,1327.838316,0,7
1105,1273,16.5,1,0.061330521,Household,178.7318,OUT010,15,2,2,0,1908,2,1327.838316,0,0
1106,954,11.35,0,0.030869612,Snack Foods,49.8008,OUT045,11,2,1,1,3138,1,1373.949767,0,7
1107,442,16.1,2,0.024944396,Fruits and Vegetables,95.441,OUT035,9,2,1,1,1001,1,1400.9239029999999,0,6
1108,948,18.7,0,0.057654132000000004,Dairy,83.1566,OUT045,11,2,1,1,521,1,1340.311665,0,7
1109,1343,8.645,1,0.14371350800000002,Health and Hygiene,96.641,OUT045,11,2,1,1,3360,2,1218.181979,1,7
1110,719,17.1,0,0.032812668999999996,Frozen Foods,147.1392,OUT017,6,2,1,1,1010,1,1280.318926,1,2
1111,740,9.8,2,0.045266806,Baking Goods,36.9874,OUT046,16,2,0,1,3134,1,1165.308787,1,8
1112,496,15.966681900000001,0,0.09974748800000001,Fruits and Vegetables,75.2328,OUT027,28,1,2,3,468,1,1400.9239029999999,0,5
1113,205,8.151798319,0,0.06595278,Fruits and Vegetables,242.9854,OUT027,28,1,2,3,3082,1,1400.9239029999999,0,5
1114,402,15.25,0,0.089742065,Frozen Foods,213.7192,OUT013,26,0,2,1,73,1,1280.318926,1,1
1115,1556,10.5,1,0.011351778,Household,236.5248,OUT017,6,2,1,1,2130,2,1327.838316,0,2
1116,1358,5.82,1,0.081096613,Household,170.37900000000002,OUT017,6,2,1,1,17,2,1327.838316,0,2
1117,1057,10.0,0,0.025827199,Canned,263.2226,OUT046,16,2,0,1,1959,1,1332.243074,0,8
1118,1433,5.5,1,0.06595278,Others,103.1016,OUT045,11,2,1,1,856,2,1162.562891,1,7
1119,1316,18.35,1,0.148938624,Household,191.9504,OUT010,15,2,2,0,3239,2,1327.838316,0,0
1120,1535,19.0,1,0.06595278,Health and Hygiene,211.0244,OUT010,15,1,2,0,418,2,1218.181979,1,0
1121,1175,6.71,2,0.029535852,Baking Goods,67.5142,OUT013,26,0,2,1,2885,1,1165.308787,1,1
1122,1004,10.3,2,0.011143598999999999,Snack Foods,88.25399999999999,OUT049,14,1,0,1,113,1,1373.949767,0,9
1123,1344,18.35,1,0.014045832,Household,222.7746,OUT049,14,1,0,1,492,2,1327.838316,0,9
1124,603,13.8,2,0.014730321999999999,Canned,90.9172,OUT035,9,2,1,1,946,1,1332.243074,0,6
1125,1215,10.5,2,0.026520107,Baking Goods,144.8128,OUT017,6,2,1,1,956,1,1165.308787,1,2
1126,389,20.75,2,0.08373655099999999,Frozen Foods,178.7318,OUT049,14,1,0,1,1810,1,1280.318926,1,9
1127,1389,6.12748296,1,0.059557164,Health and Hygiene,263.7226,OUT027,28,1,2,3,3103,2,1218.181979,1,5
1128,830,9.895,2,0.028837829,Canned,117.8492,OUT018,4,1,2,2,438,1,1332.243074,0,3
1129,183,20.08910944,0,0.11366962900000001,Canned,89.0198,OUT019,28,2,0,0,627,1,1332.243074,0,4
1130,1209,6.12748296,0,0.012865901,Frozen Foods,59.3536,OUT019,28,2,0,0,202,1,1280.318926,1,4
1131,580,20.08910944,2,0.182236555,Canned,107.1622,OUT019,28,2,0,0,925,1,1332.243074,0,4
1132,707,11.1,0,0.17606902300000002,Baking Goods,156.7604,OUT013,26,0,2,1,753,1,1165.308787,1,1
1133,621,10.1,2,0.053574075,Fruits and Vegetables,223.7088,OUT035,9,2,1,1,1327,1,1400.9239029999999,0,6
1134,507,18.05858931,2,0.044063785,Canned,147.2418,OUT019,28,2,0,0,1503,1,1332.243074,0,4
1135,1100,14.0,2,0.105573769,Frozen Foods,143.9812,OUT018,4,1,2,2,128,1,1280.318926,1,3
1136,954,12.07038502,0,0.030657949,Snack Foods,50.5008,OUT027,28,1,2,3,11,1,1373.949767,0,5
1137,1172,9.395,2,0.172042892,Fruits and Vegetables,139.9838,OUT017,6,2,1,1,806,1,1400.9239029999999,0,2
1138,630,20.08910944,0,0.064052392,Snack Foods,256.1646,OUT027,28,1,2,3,3207,1,1373.949767,0,5
1139,446,20.08910944,2,0.034531702000000004,Canned,142.2496,OUT027,28,1,2,3,1128,1,1332.243074,0,5
1140,1400,6.13,1,0.028365524,Household,110.0912,OUT049,14,1,0,1,546,2,1327.838316,0,9
1141,1077,8.5,0,0.09786620900000001,Canned,51.1324,OUT035,9,2,1,1,321,1,1332.243074,0,6
1142,656,12.07038502,2,0.01401884,Frozen Foods,178.1344,OUT027,28,1,2,3,1983,1,1280.318926,1,5
1143,1295,9.1,1,0.06595278,Household,114.4518,OUT046,16,2,0,1,511,2,1327.838316,0,8
1144,214,15.25,0,0.044539370999999994,Snack Foods,85.3198,OUT010,15,1,2,0,1278,1,1373.949767,0,0
1145,283,13.5,0,0.06595278,Fruits and Vegetables,179.9976,OUT013,26,0,2,1,2521,1,1400.9239029999999,0,1
1146,76,10.8,0,0.06595278,Hard Drinks,72.33800000000001,OUT049,14,1,0,1,3292,0,1264.622727,1,9
1147,132,15.2,0,0.050168354000000005,Soft Drinks,95.3752,OUT035,9,2,1,1,384,0,1229.886669,1,6
1148,1,19.35,2,0.040154087000000005,Soft Drinks,164.6868,OUT017,6,2,1,1,134,0,1229.886669,1,2
1149,1195,12.07038502,0,0.009364957,Baking Goods,74.238,OUT027,28,1,2,3,159,1,1165.308787,1,5
1150,414,11.5,2,0.037539164,Snack Foods,106.9254,OUT013,26,0,2,1,1565,1,1373.949767,0,1
1151,567,9.8,0,0.026992587999999998,Meat,127.302,OUT017,6,2,1,1,1043,1,1246.6924080000001,1,2
1152,1390,7.475,1,0.076156245,Household,156.4656,OUT017,6,2,1,1,844,2,1327.838316,0,2
1153,554,9.8,0,0.026192765,Snack Foods,215.685,OUT018,4,1,2,2,3029,1,1373.949767,0,3
1154,369,10.03119577,2,0.058542509000000006,Fruits and Vegetables,188.35299999999998,OUT027,28,1,2,3,2284,1,1400.9239029999999,0,5
1155,713,14.75,0,0.089686322,Snack Foods,115.3518,OUT018,4,1,2,2,687,1,1373.949767,0,3
1156,1433,5.5,1,0.047364617000000005,Others,100.0016,OUT017,6,2,1,1,3138,2,1162.562891,1,2
1157,1129,17.2,0,0.156269303,Meat,159.6578,OUT035,9,2,1,1,1569,1,1246.6924080000001,1,6
1158,875,19.2,0,0.035185588,Snack Foods,181.3318,OUT046,16,2,0,1,388,1,1373.949767,0,8
1159,307,6.12748296,0,0.247321039,Snack Foods,152.3998,OUT019,28,2,0,0,458,1,1373.949767,0,4
1160,1034,14.85,2,0.009979271,Snack Foods,155.763,OUT018,4,1,2,2,1620,1,1373.949767,0,3
1161,1470,7.565,1,0.054863459,Health and Hygiene,58.393,OUT018,4,1,2,2,2603,2,1218.181979,1,3
1162,994,18.25,0,0.07562026200000001,Snack Foods,123.8046,OUT017,6,2,1,1,1840,1,1373.949767,0,2
1163,1242,9.6,2,0.02236923,Breads,104.79899999999999,OUT018,4,1,2,2,314,1,1329.8970880000002,0,3
1164,164,7.855,2,0.07390646099999999,Dairy,218.4482,OUT035,9,2,1,1,2488,1,1340.311665,0,6
1165,760,10.1,0,0.032283676000000004,Canned,52.2008,OUT017,6,2,1,1,3228,1,1332.243074,0,2
1166,934,10.395,0,0.11207602,Snack Foods,58.022,OUT035,9,2,1,1,3046,1,1373.949767,0,6
1167,184,16.25,0,0.087668236,Dairy,94.941,OUT017,6,2,1,1,626,1,1340.311665,0,2
1168,1174,17.6,0,0.049067877,Snack Foods,115.6176,OUT046,16,2,0,1,1214,1,1373.949767,0,8
1169,241,15.5,2,0.026355345,Fruits and Vegetables,100.8332,OUT045,11,2,1,1,462,1,1400.9239029999999,0,7
1170,931,7.59,2,0.145631695,Fruits and Vegetables,172.808,OUT018,4,1,2,2,1022,1,1400.9239029999999,0,3
1171,714,18.05858931,0,0.029793955,Snack Foods,167.2816,OUT027,28,1,2,3,2814,1,1373.949767,0,5
1172,1518,11.1,1,0.033160417000000005,Household,119.6124,OUT049,14,1,0,1,1024,2,1327.838316,0,9
1173,466,10.03119577,0,0.035574413,Fruits and Vegetables,131.4284,OUT027,28,1,2,3,2719,1,1400.9239029999999,0,5
1174,166,16.1,2,0.047801882999999996,Frozen Foods,127.4362,OUT046,16,2,0,1,1034,1,1280.318926,1,8
1175,194,5.155,0,0.083198341,Frozen Foods,246.0776,OUT046,16,2,0,1,3486,1,1280.318926,1,8
1176,569,12.07038502,0,0.059281315,Seafood,111.586,OUT019,28,2,0,0,1784,1,1672.6766220000002,0,4
1177,64,18.05858931,0,0.17141731600000001,Soft Drinks,173.0738,OUT019,28,2,0,0,1831,0,1229.886669,1,4
1178,1209,6.365,0,0.007348286,Frozen Foods,62.8536,OUT046,16,2,0,1,3282,1,1280.318926,1,8
1179,858,11.65,0,0.06595278,Baking Goods,152.6024,OUT035,9,2,1,1,1560,1,1165.308787,1,6
1180,1179,18.25,2,0.170795745,Dairy,154.463,OUT035,9,2,1,1,984,1,1340.311665,0,6
1181,647,11.8,2,0.025966531,Meat,102.2674,OUT049,14,1,0,1,1163,1,1246.6924080000001,1,9
1182,853,18.2,0,0.161489509,Fruits and Vegetables,37.619,OUT046,16,2,0,1,1936,1,1400.9239029999999,0,8
1183,1073,13.65,2,0.025899245,Snack Foods,81.1302,OUT013,26,0,2,1,3277,1,1373.949767,0,1
1184,1052,8.365,2,0.039906377,Fruits and Vegetables,191.3188,OUT049,14,1,0,1,607,1,1400.9239029999999,0,9
1185,72,18.05858931,0,0.072864869,Soft Drinks,165.2526,OUT019,28,2,0,0,3311,0,1229.886669,1,4
1186,1252,20.7,2,0.079419755,Baking Goods,99.8042,OUT049,14,1,0,1,422,1,1165.308787,1,9
1187,1447,17.75,1,0.03050705,Others,180.36599999999999,OUT046,16,2,0,1,1085,2,1162.562891,1,8
1188,596,18.0,0,0.073490977,Canned,157.3972,OUT018,4,1,2,2,3257,1,1332.243074,0,3
1189,124,9.695,0,0.07084301900000001,Hard Drinks,177.7344,OUT017,6,2,1,1,520,0,1264.622727,1,2
1190,641,6.42,0,0.053688479000000004,Dairy,178.3002,OUT018,4,1,2,2,1076,1,1340.311665,0,3
1191,19,10.6,0,0.056911107,Dairy,233.9642,OUT045,11,2,1,1,1969,0,1340.311665,0,7
1192,1364,5.03,1,0.014472516000000001,Household,122.0756,OUT010,15,1,2,0,193,2,1327.838316,0,0
1193,1020,7.825,2,0.150319469,Frozen Foods,156.9288,OUT045,11,2,1,1,493,1,1280.318926,1,7
1194,421,8.151798319,2,0.032750291,Snack Foods,112.1518,OUT027,28,1,2,3,2701,1,1373.949767,0,5
1195,702,17.7,2,0.016622448,Fruits and Vegetables,50.2034,OUT049,14,1,0,1,153,1,1400.9239029999999,0,9
1196,1405,8.235,1,0.014482153000000001,Health and Hygiene,182.295,OUT049,14,1,0,1,1937,2,1218.181979,1,9
1197,0,11.6,0,0.06595278,Soft Drinks,141.6154,OUT045,11,2,1,1,2025,0,1229.886669,1,7
1198,507,17.2,2,0.025205909,Canned,149.1418,OUT049,14,1,0,1,162,1,1332.243074,0,9
1199,1366,11.0,1,0.037971697,Health and Hygiene,38.948,OUT045,11,2,1,1,2632,2,1218.181979,1,7
1200,730,19.6,0,0.039544237,Snack Foods,163.6526,OUT013,26,0,2,1,140,1,1373.949767,0,1
1201,206,8.02,0,0.11161392099999999,Snack Foods,152.6998,OUT049,14,1,0,1,1781,1,1373.949767,0,9
1202,413,5.365,2,0.140524691,Seafood,172.7764,OUT045,11,2,1,1,1009,1,1672.6766220000002,0,7
1203,578,11.35,2,0.045073782,Snack Foods,101.9016,OUT045,11,0,1,1,1293,1,1373.949767,0,7
1204,74,20.08910944,0,0.043168763,Soft Drinks,82.8592,OUT019,28,2,0,0,554,0,1229.886669,1,4
1205,951,16.35,0,0.020547951000000002,Fruits and Vegetables,51.2324,OUT046,16,2,0,1,2815,1,1400.9239029999999,0,8
1206,1472,17.25,1,0.113694957,Household,253.4724,OUT049,14,1,0,1,2920,2,1327.838316,0,9
1207,84,13.8,0,0.097043739,Dairy,57.493,OUT035,9,2,1,1,326,0,1340.311665,0,6
1208,1549,8.485,1,0.058121214000000004,Health and Hygiene,104.499,OUT035,9,2,1,1,217,2,1218.181979,1,6
1209,983,11.8,2,0.07665661,Snack Foods,32.3558,OUT013,26,0,2,1,588,1,1373.949767,0,1
1210,1450,15.35,1,0.035204319,Household,122.87299999999999,OUT049,14,1,0,1,1425,2,1327.838316,0,9
1211,1533,10.0,1,0.08933333199999999,Health and Hygiene,145.6102,OUT045,11,2,1,1,1288,2,1218.181979,1,7
1212,1017,19.2,2,0.06595278,Canned,153.3314,OUT017,6,2,1,1,1700,1,1332.243074,0,2
1213,1480,18.6,1,0.080956792,Health and Hygiene,95.2436,OUT017,6,2,1,1,670,2,1218.181979,1,2
1214,1407,18.5,1,0.03391645,Others,130.9284,OUT013,26,0,2,1,607,2,1162.562891,1,1
1215,200,20.25,2,0.102704495,Canned,94.31200000000001,OUT035,9,2,1,1,1528,1,1332.243074,0,6
1216,1355,12.35,1,0.163910938,Household,119.2124,OUT035,9,2,1,1,276,2,1327.838316,0,6
1217,391,14.5,2,0.058827383,Fruits and Vegetables,172.2448,OUT046,16,2,0,1,1476,1,1400.9239029999999,0,8
1218,50,14.8,0,0.044840933,Soft Drinks,78.367,OUT013,26,0,2,1,3412,0,1229.886669,1,1
1219,146,14.0,2,0.029843736000000003,Dairy,143.9786,OUT018,4,1,2,2,3359,1,1340.311665,0,3
1220,96,10.8,0,0.061446997,Soft Drinks,150.4024,OUT017,6,2,1,1,1464,0,1229.886669,1,2
1221,1451,14.65,1,0.011180713,Others,53.8614,OUT013,26,0,2,1,994,2,1162.562891,1,1
1222,1103,18.05858931,0,0.038822077,Snack Foods,147.7418,OUT027,28,1,2,3,533,1,1373.949767,0,5
1223,564,6.65,0,0.05339798900000001,Canned,149.3734,OUT045,11,2,1,1,1515,1,1332.243074,0,7
1224,1554,6.59,1,0.043828293,Household,121.4098,OUT010,15,1,2,0,1138,2,1327.838316,0,0
1225,546,10.03119577,2,0.21413978600000003,Fruits and Vegetables,102.4016,OUT019,28,2,0,0,852,1,1400.9239029999999,0,4
1226,142,9.395,2,0.10907574199999999,Soft Drinks,42.9112,OUT035,9,2,1,1,2235,0,1229.886669,1,6
1227,941,19.75,0,0.012448293999999999,Fruits and Vegetables,188.2872,OUT046,16,2,0,1,1303,1,1400.9239029999999,0,8
1228,1010,7.56,0,0.064030636,Frozen Foods,154.463,OUT018,4,1,2,2,1205,1,1280.318926,1,3
1229,1327,20.25,1,0.14781046,Household,234.8616,OUT013,26,0,2,1,1411,2,1327.838316,0,1
1230,1471,20.6,1,0.07113694799999999,Household,76.3696,OUT045,11,2,1,1,1971,2,1327.838316,0,7
1231,667,6.575,2,0.07566089,Breads,145.4444,OUT045,11,2,1,1,1279,1,1329.8970880000002,0,7
1232,775,19.7,2,0.16102755,Canned,254.1014,OUT045,11,2,1,1,2502,1,1332.243074,0,7
1233,705,13.5,2,0.029893094,Snack Foods,81.096,OUT010,15,1,2,0,509,1,1373.949767,0,0
1234,29,6.28,0,0.027761288999999998,Soft Drinks,85.8198,OUT045,11,2,1,1,3364,0,1229.886669,1,7
1235,607,18.25,0,0.012272797,Fruits and Vegetables,160.2894,OUT035,9,2,1,1,1686,1,1400.9239029999999,0,6
1236,944,9.3,0,0.174317307,Snack Foods,106.7964,OUT035,9,2,1,1,3332,1,1373.949767,0,6
1237,123,16.6,0,0.135707553,Hard Drinks,170.6422,OUT035,9,2,1,1,340,0,1264.622727,1,6
1238,375,16.35,0,0.068219025,Fruits and Vegetables,198.9426,OUT045,11,2,1,1,1880,1,1400.9239029999999,0,7
1239,1306,10.0,1,0.021468792,Household,251.675,OUT045,11,2,1,1,2228,2,1327.838316,0,7
1240,185,8.151798319,2,0.16388212900000002,Dairy,113.2518,OUT027,28,1,2,3,1802,1,1340.311665,0,5
1241,144,7.535,0,0.082250143,Soft Drinks,118.344,OUT017,6,2,1,1,1612,0,1229.886669,1,2
1242,956,4.92,0,0.046026479,Baking Goods,196.5084,OUT049,14,1,0,1,1996,1,1165.308787,1,9
1243,52,6.385,0,0.06595278,Hard Drinks,108.9596,OUT046,16,2,0,1,172,0,1264.622727,1,8
1244,355,18.5,0,0.052149675,Snack Foods,118.3124,OUT049,14,1,0,1,465,1,1373.949767,0,9
1245,0,11.6,0,0.040911824,Soft Drinks,142.3154,OUT013,26,0,2,1,1240,0,1229.886669,1,1
1246,774,17.35,0,0.056235142,Baking Goods,102.0016,OUT017,6,1,1,1,534,1,1165.308787,1,2
1247,924,16.7,2,0.062170334,Snack Foods,60.9562,OUT045,11,2,1,1,3320,1,1373.949767,0,7
1248,320,10.895,2,0.032427039,Frozen Foods,147.7102,OUT013,26,0,2,1,153,1,1280.318926,1,1
1249,255,18.35,0,0.099309997,Fruits and Vegetables,91.4462,OUT045,11,2,1,1,567,1,1400.9239029999999,0,7
1250,520,18.75,0,0.05310896,Snack Foods,193.6504,OUT017,6,2,1,1,1461,1,1373.949767,0,2
1251,1335,9.3,1,0.044843161,Household,246.1802,OUT018,4,1,2,2,1339,2,1327.838316,0,3
1252,33,13.93290191,0,0.164966345,Soft Drinks,189.4872,OUT019,28,2,0,0,743,0,1229.886669,1,4
1253,10,8.26,2,0.032435437000000004,Soft Drinks,124.87299999999999,OUT035,9,2,1,1,1513,0,1229.886669,1,6
1254,422,12.8,0,0.06961884,Starchy Foods,260.3252,OUT046,16,2,0,1,3302,1,1306.324351,0,8
1255,1210,16.75,0,0.08165147,Fruits and Vegetables,258.3988,OUT018,4,1,2,2,466,1,1400.9239029999999,0,3
1256,1523,13.93290191,1,0.028723187,Health and Hygiene,131.83100000000002,OUT027,28,1,2,3,1925,2,1218.181979,1,5
1257,1489,10.895,1,0.020994339,Health and Hygiene,255.6672,OUT045,11,2,1,1,2273,2,1218.181979,1,7
1258,684,16.85,2,0.026561057000000002,Canned,93.712,OUT049,14,1,0,1,2425,1,1332.243074,0,9
1259,1016,20.0,2,0.10026206800000001,Baking Goods,169.6132,OUT010,15,1,2,0,587,1,1165.308787,1,0
1260,1118,16.0,0,0.05701260599999999,Dairy,225.0404,OUT013,26,0,2,1,2860,1,1340.311665,0,1
1261,601,16.0,0,0.041009558,Snack Foods,141.2496,OUT049,14,1,0,1,1325,1,1373.949767,0,9
1262,43,8.93,0,0.028578012000000003,Dairy,152.234,OUT017,6,2,1,1,2024,0,1340.311665,0,2
1263,1242,9.6,2,0.06595278,Breads,101.699,OUT049,14,1,0,1,1110,1,1329.8970880000002,0,9
1264,38,20.08910944,0,0.045088724000000004,Dairy,39.7138,OUT027,28,1,2,3,86,0,1340.311665,0,5
1265,1431,12.07038502,1,0.018757586,Health and Hygiene,96.9384,OUT027,28,1,2,3,964,2,1218.181979,1,5
1266,818,9.8,2,0.056500895,Breads,85.8908,OUT045,11,2,1,1,710,1,1329.8970880000002,0,7
1267,1557,9.6,1,0.024576875,Health and Hygiene,186.6214,OUT018,4,1,2,2,738,2,1218.181979,1,3
1268,1240,10.03119577,0,0.18803837199999998,Snack Foods,146.4076,OUT019,28,2,0,0,410,1,1373.949767,0,4
1269,298,7.945,0,0.015908485,Snack Foods,161.421,OUT045,11,2,1,1,1807,1,1373.949767,0,7
1270,1390,7.475,1,0.07584563400000001,Household,156.0656,OUT049,14,1,0,1,716,2,1327.838316,0,9
1271,1200,14.85,0,0.09880308800000001,Fruits and Vegetables,169.7474,OUT018,4,1,2,2,3076,1,1400.9239029999999,0,3
1272,123,16.6,0,0.227189581,Hard Drinks,173.9422,OUT010,15,1,2,0,611,0,1264.622727,1,0
1273,932,10.5,0,0.041459803999999996,Fruits and Vegetables,39.2164,OUT049,14,1,0,1,2717,1,1400.9239029999999,0,9
1274,421,8.63,2,0.032882271,Snack Foods,113.5518,OUT013,26,0,2,1,1359,1,1373.949767,0,1
1275,436,21.0,0,0.049583899,Snack Foods,193.8478,OUT017,6,2,1,1,149,1,1373.949767,0,2
1276,371,15.5,2,0.02536567,Baking Goods,82.7934,OUT035,9,2,1,1,208,1,1165.308787,1,6
1277,427,14.7,0,0.07229836,Fruits and Vegetables,48.2034,OUT046,16,2,0,1,3367,1,1400.9239029999999,0,8
1278,679,13.15,0,0.022924552,Fruits and Vegetables,157.892,OUT017,6,2,1,1,763,1,1400.9239029999999,0,2
1279,296,17.7,2,0.040897932000000005,Fruits and Vegetables,82.6276,OUT013,26,0,2,1,3184,1,1400.9239029999999,0,1
1280,470,13.93290191,2,0.127660257,Frozen Foods,198.5426,OUT019,28,2,0,0,3276,1,1280.318926,1,4
1281,188,9.21,0,0.008764786,Fruits and Vegetables,123.1414,OUT046,16,2,0,1,2238,1,1400.9239029999999,0,8
1282,63,12.1,0,0.011604894,Dairy,166.0526,OUT017,6,2,1,1,416,0,1340.311665,0,2
1283,1219,9.31,0,0.038169783,Frozen Foods,64.551,OUT017,6,2,1,1,501,1,1280.318926,1,2
1284,927,14.85,0,0.018568129,Canned,188.2214,OUT035,9,2,1,1,1551,1,1332.243074,0,6
1285,1211,15.966681900000001,2,0.062109174,Fruits and Vegetables,223.7062,OUT027,28,1,2,3,2555,1,1400.9239029999999,0,5
1286,228,6.92,0,0.038671588,Dairy,64.2852,OUT017,6,2,1,1,2291,1,1340.311665,0,2
1287,1543,13.65,1,0.077169841,Health and Hygiene,55.593,OUT013,26,0,2,1,1416,2,1218.181979,1,1
1288,601,16.0,0,0.041028937,Snack Foods,142.6496,OUT045,11,2,1,1,700,1,1373.949767,0,7
1289,1459,16.35,1,0.013387211000000001,Others,105.62799999999999,OUT049,14,1,0,1,63,2,1162.562891,1,9
1290,1473,18.05858931,1,0.017936715,Health and Hygiene,93.7094,OUT027,28,1,2,3,2201,2,1218.181979,1,5
1291,1185,4.88,2,0.223440258,Baking Goods,52.2298,OUT010,15,2,2,0,527,1,1165.308787,1,0
1292,1271,6.965,1,0.06595278,Household,159.6604,OUT045,11,2,1,1,1747,2,1327.838316,0,7
1293,198,16.0,0,0.060942632000000004,Starchy Foods,225.6404,OUT049,14,1,0,1,1495,1,1306.324351,0,9
1294,408,18.85,0,0.042641788,Canned,257.83299999999997,OUT035,9,2,1,1,2710,1,1332.243074,0,6
1295,445,20.7,0,0.021427082000000004,Baking Goods,156.5288,OUT035,9,2,1,1,493,1,1165.308787,1,6
1296,1152,9.3,0,0.042930789000000004,Fruits and Vegetables,88.5172,OUT013,26,0,2,1,376,1,1400.9239029999999,0,1
1297,960,9.695,2,0.047697859,Frozen Foods,244.6144,OUT017,6,2,1,1,1334,1,1280.318926,1,2
1298,920,17.25,0,0.10764721,Frozen Foods,39.3822,OUT017,6,2,1,1,1628,1,1280.318926,1,2
1299,730,19.6,0,0.039577173,Snack Foods,166.1526,OUT046,16,2,0,1,1516,1,1373.949767,0,8
1300,867,14.3,0,0.130415118,Baking Goods,75.9328,OUT046,16,2,0,1,144,1,1165.308787,1,8
1301,1387,12.6,1,0.082921642,Household,175.2054,OUT045,11,1,1,1,1847,2,1327.838316,0,7
1302,1108,13.1,0,0.075515154,Dairy,167.2158,OUT013,26,0,2,1,1546,1,1340.311665,0,1
1303,567,10.03119577,0,0.046994717000000005,Meat,125.802,OUT019,28,2,0,0,1221,1,1246.6924080000001,1,4
1304,799,17.85,2,0.04679836,Fruits and Vegetables,123.8388,OUT018,4,1,2,2,3359,1,1400.9239029999999,0,3
1305,335,8.905,0,0.143129124,Frozen Foods,58.8878,OUT046,16,2,0,1,140,1,1280.318926,1,8
1306,1407,18.5,1,0.034013539,Others,133.2284,OUT045,11,2,1,1,1381,2,1162.562891,1,7
1307,217,20.25,2,0.022921735,Baking Goods,240.7538,OUT013,26,0,2,1,1770,1,1165.308787,1,1
1308,290,10.3,2,0.030616757,Fruits and Vegetables,112.7176,OUT049,14,1,0,1,1811,1,1400.9239029999999,0,9
1309,1130,17.85,0,0.06575528,Frozen Foods,151.505,OUT013,26,0,2,1,1234,1,1280.318926,1,1
1310,681,7.21,2,0.144856342,Snack Foods,100.5332,OUT049,14,1,0,1,116,1,1373.949767,0,9
1311,1040,16.1,2,0.267352587,Frozen Foods,34.9558,OUT010,15,2,2,0,3069,1,1280.318926,1,0
1312,858,12.07038502,0,0.13086741300000002,Baking Goods,150.8024,OUT027,28,1,2,3,2302,1,1165.308787,1,5
1313,1097,20.08910944,0,0.123449671,Canned,89.7488,OUT027,28,1,2,3,753,1,1332.243074,0,5
1314,1050,17.35,0,0.014689006000000001,Frozen Foods,74.5038,OUT035,9,2,1,1,3194,1,1280.318926,1,6
1315,1260,10.0,2,0.037918142,Snack Foods,129.6994,OUT018,4,1,2,2,367,1,1373.949767,0,3
1316,1203,18.6,0,0.047964395,Snack Foods,185.0898,OUT049,14,1,0,1,1534,1,1373.949767,0,9
1317,1153,16.75,0,0.10501881699999999,Snack Foods,155.263,OUT049,14,1,0,1,613,1,1373.949767,0,9
1318,213,17.75,0,0.014577412,Fruits and Vegetables,160.7262,OUT035,9,2,1,1,1450,1,1400.9239029999999,0,6
1319,964,9.0,0,0.143870574,Snack Foods,169.4816,OUT010,15,1,2,0,2580,1,1373.949767,0,0
1320,641,6.42,0,0.053553794,Dairy,178.6002,OUT049,14,1,0,1,1897,1,1340.311665,0,9
1321,1545,16.75,1,0.075889215,Health and Hygiene,37.6532,OUT045,11,2,1,1,2827,2,1218.181979,1,7
1322,1383,7.39,1,0.120280989,Others,142.747,OUT046,16,2,0,1,1633,2,1162.562891,1,8
1323,1359,19.2,1,0.182653772,Others,243.0196,OUT046,16,2,0,1,1777,2,1162.562891,1,8
1324,706,18.05858931,0,0.25637539,Breads,94.8436,OUT019,28,2,0,0,2802,1,1329.8970880000002,0,4
1325,687,5.46,2,0.10703694300000001,Fruits and Vegetables,144.2786,OUT035,9,2,1,1,1463,1,1400.9239029999999,0,6
1326,358,17.5,0,0.06595278,Frozen Foods,258.3304,OUT013,26,0,2,1,1767,1,1280.318926,1,1
1327,531,12.3,2,0.10623876800000001,Fruits and Vegetables,176.1396,OUT013,26,0,2,1,1938,1,1400.9239029999999,0,1
1328,908,17.0,0,0.055545797,Dairy,220.5114,OUT045,11,2,1,1,2686,1,1340.311665,0,7
1329,1460,13.93290191,1,0.019386056999999998,Health and Hygiene,194.5794,OUT027,28,1,2,3,1854,2,1218.181979,1,5
1330,183,19.7,0,0.064921764,Canned,88.1198,OUT046,16,2,0,1,629,1,1332.243074,0,8
